method,target,year,donors_used,n_models,rmse,runtime_sec,fit_time_sec,pred_time_sec
G_SVR,25,2018,"24,14,27,26,23,28,29",7,4.30198397140305,314.836,279.493,35.343
G_SVR,26,2018,"24,23,25,27,14,13,28",7,3.57834510208808,328.285,292.014,36.271
G_SVR,27,2018,"28,25,26,29,24,14,31",7,2.91706031593226,344.69,305.961,38.729
G_SVR,28,2018,"27,29,31,25,30,15,14",7,3.9204882649865,319.885,282.359,37.5260000000001
G_SVR,29,2018,"28,31,30,32,27,15,16",7,2.82448449597969,301.741,270.518,31.223
G_SVR,30,2018,"29,32,31,15,16,28,33",7,2.92602230290763,321.454,286.91,34.5440000000003
G_SVR,31,2018,"29,32,28,30,27,15,16",7,3.27281163545326,297.996,265.835999999999,32.1600000000003
G_SVR,32,2018,"30,31,29,33,28,16,15",7,3.73103651180053,316.734,282.34,34.3940000000002
G_SVR,33,2018,"32,18,30,19,17,16,20",7,3.23670918187655,296.019,261.47,34.549
G_SVR,34,2018,"35,26,27,36,23,24,25",7,5.08436495955555,322.167999999999,286.247999999999,35.9200000000001
G_SVR,35,2018,"36,37,34,31,28,27,29",7,4.15610293984321,311.362,284.499,26.8629999999998
G_SVR,36,2018,"37,35,34,31,28,29,27",7,4.03885548243211,322.627,288.183,34.4440000000004
G_SVR,37,2018,"36,35,31,34,32,28,29",7,4.30082155138278,327.142,290.659,36.4830000000002
G_SVR,38,2018,"39,41,40,43,42,44,37",7,6.4993341410516,300.173999999997,266.205999999997,33.9679999999998
G_SVR,39,2018,"38,41,40,42,43,44,37",7,6.2158714414868,301.719999999998,267.587999999999,34.1319999999996
G_SVR,40,2018,"41,39,42,38,43,44,37",7,6.13438257284705,293.255,261.035,32.2200000000003
G_SVR,41,2018,"40,42,39,43,44,38,37",7,4.05378962450522,308.899999999999,272.293999999999,36.6059999999998
G_SVR,42,2018,"43,41,44,40,39,38,33",7,3.19652049880693,295.962,258.639999999999,37.3220000000001
G_SVR,43,2018,"44,42,41,39,40,38,33",7,3.98750769282259,301.148999999999,264.31,36.8389999999999
G_SVR,44,2018,"43,42,41,39,40,38,33",7,5.95958977765773,289.635,258.281,31.3540000000003
G_SVR,45,2018,"46,13,12,23,47,11,24",7,3.05905693602579,335.118999999999,296.811999999998,38.3070000000007
G_SVR,46,2018,"47,45,48,14,24,23,25",7,3.13366884649084,371.419,330.144,41.275
G_SVR,48,2018,"47,49,46,50,15,16,14",7,4.02752874654518,334.108,296.744,37.364
G_SVR,49,2018,"50,51,48,17,18,16,19",7,5.25697207885787,303.708,271.672,32.0359999999999
G_SVR,50,2018,"49,51,48,17,18,19,20",7,2.93094792036284,332.134,295.582,36.5520000000001
G_SVR,52,2018,"1,53,2,54,3,59,60",7,4.58943073676539,441.516,393.809,47.7069999999999
G_SVR,54,2018,"53,55,58,52,59,56,57",7,3.86466392870183,495.031,438.678,56.3530000000001
G_SVR,55,2018,"54,56,58,53,57,59,52",7,5.14952583932835,455.783,403.826999999999,51.9560000000001
G_SVR,56,2018,"57,55,58,54,62,63,61",7,4.67425570681315,418.681,373.204,45.4769999999999
G_SVR,57,2018,"56,58,55,54,59,53,60",7,3.90721241825859,460.480999999999,402.670999999999,57.81
G_SVR,58,2018,"59,57,55,54,60,56,53",7,4.06379506400199,424.357999999999,375.545,48.8129999999997
G_SVR,59,2018,"60,58,53,54,52,55,57",7,3.99199136236368,389.982,343.186,46.7959999999994
G_SVR,60,2018,"59,58,53,52,54,1,55",7,3.95516669482887,445.566999999999,392.085999999999,53.4809999999998
G_SVR,62,2018,"61,63,65,64,66,56,55",7,3.55147444695168,480.032999999999,423.777999999999,56.2550000000001
G_SVR,63,2018,"62,64,65,61,66,56,57",7,5.53320412995929,456.280000000001,405.263000000001,51.0169999999998
G_SVR,64,2018,"65,63,66,62,61,56,55",7,5.27831951726926,454.809999999999,405.619999999999,49.1899999999996
G_SVR,65,2018,"66,64,62,63,61,56,55",7,5.02408040022772,463.313999999999,412.969,50.3449999999994
G_SVR,66,2018,"65,64,62,61,63,56,55",7,4.35795272244103,451.531999999999,402.106999999999,49.4250000000002
