metric,target,year,donors_used,n_models,rmse,mae,runtime_sec,mean_single_rmse,mean_single_mae,mean_T
mean_ks,26,2017,"1,3,38,11,21,32,24",7,2.54281274185833,1.51243171560799,354.746000000001,2.84688953344311,1.76698678549714,14.8571428571429
mean_ks,30,2018,"13,14,16,31,27,25,9",7,2.64678738472431,1.77678069583648,345.147000000003,3.40081285488463,2.35577071955162,16
mean_ks,27,2017,"16,14,31,13,30,20,15",7,2.26816750272488,1.37878351221264,404.766000000001,2.50487966311932,1.59282553318229,16.5714285714286
mean_ks,31,2018,"14,27,16,30,25,13,23",7,3.18396806622848,2.04110617475909,357.267000000002,3.90015138989584,2.60372157608228,16.2857142857143
mean_ks,28,2017,"12,32,22,8,14,16,5",7,2.57434782337774,1.61060751077407,420.055999999997,2.81240662391172,1.81453023049146,16.2857142857143
mean_ks,32,2018,"12,5,22,28,10,42,44",7,3.91676036588897,2.7054810909977,361.291999999999,4.27084662080687,3.0247678191613,16.4285714285714
mean_ks,29,2017,"24,16,9,20,25,13,27",7,2.42346395482324,1.52867763597148,386.077999999998,3.01529219605377,1.9887773259543,16
mean_ks,33,2018,"8,22,12,28,6,32,5",7,3.12988018427654,2.0430669613434,350.942000000001,3.30435027389925,2.20447679564536,16.1428571428571
mean_ks,30,2017,"13,14,16,31,27,25,9",7,2.42545373036647,1.53894096207076,378.159000000001,3.11117641557661,2.07405103995633,16
mean_ks,31,2017,"14,27,16,30,25,13,23",7,2.82176321375844,1.70880629541292,379.060000000001,3.49673776515737,2.261179629567,16.2857142857143
mean_ks,32,2017,"12,5,22,28,10,42,44",7,2.62138652734114,1.66327769788674,381.062999999998,3.281989626723,2.23599693336198,16.4285714285714
mean_ks,33,2017,"8,22,12,28,6,32,5",7,3.06669541527318,1.98028778667382,376.096,3.24796493825157,2.1424883385419,16.1428571428571
mean_ks,34,2018,"36,42,44,49,54,47,51",7,5.67596963038234,3.69346567647786,319.691,6.1101316513172,4.02056271473604,15.4285714285714
mean_ks,34,2017,"36,42,44,49,54,47,51",7,3.67927334813998,2.48460928718182,364.62,4.23596099620486,2.93947506931386,15.4285714285714
mean_ks,35,2018,"37,55,51,41,44,36,40",7,3.99864179711184,2.29256687342309,250.139,4.74377728528375,2.9536614408599,15.1428571428571
mean_ks,35,2017,"37,55,51,41,44,36,40",7,2.51209523168463,1.7453200835846,355.357,3.4581635756822,2.43042658054138,15.1428571428571
mean_ks,36,2018,"42,34,44,54,51,49,35",7,4.49856859865046,3.01991526056452,306.517,5.07897830294145,3.45098603778864,15.1428571428571
mean_ks,36,2017,"42,34,44,54,51,49,35",7,3.69412299080638,2.49041674271548,351.717,4.34348611669962,2.99638995502768,15.1428571428571
mean_ks,37,2018,"35,44,41,55,42,51,40",7,3.10070040021228,1.90928212171681,320.956,3.82816824872463,2.47109132958166,15.2857142857143
mean_ks,37,2017,"35,44,41,55,42,51,40",7,3.59222712736604,2.26964548558771,368.103,4.13035775579663,2.79888775230965,15.2857142857143
mean_ks,38,2018,"47,41,26,51,49,52,57",7,5.3279008272406,3.42824003959589,298.728,5.62680184213227,3.66105622226258,15.1428571428571
mean_ks,38,2017,"47,41,26,51,49,52,57",7,4.34747894297305,2.77392240942713,337.106,4.68524047363176,3.07712512976027,15.1428571428571
mean_ks,39,2018,"48,53,43,50,45,46,49",7,4.3615584336426,2.95662976622637,301.757,4.57896916569444,3.11377363175233,15.5714285714286
mean_ks,40,2018,"49,9,13,44,16,42,14",7,4.80798127178736,2.83024852280428,301.635999999999,5.42172731032653,3.32047625916071,15.7142857142857
mean_ks,39,2017,"48,53,43,50,45,46,49",7,2.38555670545965,1.55731602043009,345.533,2.92021325680881,1.93010320898666,15.5714285714286
mean_ks,41,2018,"51,38,35,57,44,37,42",7,3.66276993518546,2.24226318926051,310.513999999999,4.37207671356572,2.81653980234337,15.4285714285714
mean_ks,40,2017,"49,9,13,44,16,42,14",7,3.48035245218686,2.38286431054324,342.326000000001,4.28742449683669,2.97578654845256,15.7142857142857
mean_ks,42,2018,"44,36,34,54,49,32,41",7,3.05668617575109,1.436540547933,328.756,4.2168022745569,2.58137186085101,15.1428571428571
mean_ks,41,2017,"51,38,35,57,44,37,42",7,3.56607198111839,2.36595855989891,337.106,4.10894087854049,2.81543983613534,15.4285714285714
mean_ks,43,2018,"45,46,39,53,48,6,50",7,5.03853700222194,3.44168190617845,326.389,5.19780781820421,3.5484969661962,15.5714285714286
mean_ks,42,2017,"44,36,34,54,49,32,41",7,2.78226387321582,1.65227969650256,357.2,3.88165651267298,2.62009140419681,15.1428571428571
