metric,target,year,donors_used,n_models,rmse,mae,runtime_sec,mean_single_rmse,mean_single_mae,mean_T
weighted_ks,16,2017,"48,40,24,23,15,14,43",7,2.12403129587972,1.42127620239161,338.718999999999,2.758357462203,1.90793355104986,15.5714285714286
weighted_ks,16,2018,"48,40,24,23,15,14,43",7,2.18547248285176,1.35498404931797,320.113,2.83890980537419,1.9119901361107,15.5714285714286
weighted_ks,17,2017,"19,20,21,18,15,27,48",7,5.14668779999435,3.82460518210039,324.381,5.22145485184712,3.85939830431694,16.1428571428571
weighted_ks,17,2018,"19,20,21,18,15,27,48",7,4.51125618052581,3.17416904312255,322.668,4.62549243195798,3.25722959347861,16.1428571428571
weighted_ks,18,2017,"20,21,15,19,27,38,4",7,2.36726515279661,1.47926613704583,303.202,2.71130402370891,1.75613563766082,15.4285714285714
weighted_ks,18,2018,"20,21,15,19,27,38,4",7,2.33545261064694,1.50611800204072,301.634,2.71251657177209,1.81011461765923,15.4285714285714
weighted_ks,19,2017,"17,20,18,21,15,27,38",7,2.37833445451054,1.49170633585358,321.761,2.94600598169582,1.93778833344635,16.4285714285714
weighted_ks,19,2018,"17,20,18,21,15,27,38",7,2.40536725440711,1.59295715660616,319.415000000001,3.03863226284538,2.05413379374271,16.4285714285714
weighted_ks,20,2018,"18,21,19,15,27,38,48",7,1.94737870439077,1.23933557234964,317.496999999999,2.33895783036342,1.54586415032464,16
weighted_ks,20,2017,"18,21,19,15,27,38,48",7,2.40201978359361,1.51801015969968,331.627000000001,2.64978449990979,1.72105619095032,16
weighted_ks,21,2018,"18,20,15,27,19,38,29",7,3.56305158820649,2.51125748677428,305.857000000001,3.69893839827184,2.59933786157243,16.1428571428571
weighted_ks,21,2017,"18,20,15,27,19,38,29",7,3.07158779654864,2.01733696316567,308.450000000001,3.20966326304233,2.11403696265249,16.1428571428571
weighted_ks,22,2017,"45,52,53,46,43,51,13",7,3.8511915147618,2.51840497868253,294.926,4.23489212082041,2.77700525889763,15
weighted_ks,22,2018,"45,52,53,46,43,51,13",7,2.99374762829524,2.10480613029665,297.052000000001,3.48637294032366,2.43248308263214,15
weighted_ks,23,2018,"24,4,16,29,40,26,48",7,2.95928873174225,1.83217890435779,332.873000000001,3.21970312301544,2.04852738307492,15.7142857142857
weighted_ks,23,2017,"24,4,16,29,40,26,48",7,3.0272001911825,1.89985157352303,337.017999999999,3.23345852413798,2.07693238429923,15.7142857142857
weighted_ks,24,2018,"23,4,16,29,15,40,27",7,2.68623582161044,1.56506523547774,345.684,2.93909338149625,1.80405933550082,16
weighted_ks,24,2017,"23,4,16,29,15,40,27",7,2.71145140409481,1.56226217283015,348.460999999999,2.94031435524563,1.7793722980817,16
weighted_ks,25,2018,"10,5,33,11,8,1,41",7,3.31939381313674,2.05494030149991,335.765000000003,4.07562067867544,2.71163273668297,16
weighted_ks,25,2017,"10,5,33,11,8,1,41",7,5.44976144735919,3.44793920049916,338.495999999998,5.84403690595937,3.88049394577598,16
weighted_ks,26,2018,"13,43,49,6,9,40,53",7,3.70291170343631,2.40313567530552,303.081,4.17266109151676,2.80507528673809,14.5714285714286
weighted_ks,26,2017,"13,43,49,6,9,40,53",7,3.09583363804003,1.95906565391687,306.742,3.64199655205228,2.40692963855468,14.5714285714286
weighted_ks,27,2018,"15,29,4,50,39,24,3",7,2.43559031577833,1.42410861551874,326.260999999999,2.70539326655143,1.71367975468211,15.7142857142857
weighted_ks,27,2017,"15,29,4,50,39,24,3",7,2.45346657186506,1.5094927424129,332.186,2.67410162795138,1.73832100383504,15.7142857142857
weighted_ks,28,2018,"12,9,14,6,32,2,31",7,3.31677993767251,1.85198036672065,338.145999999999,3.57586898702346,2.06383515410576,15.4285714285714
weighted_ks,28,2017,"12,9,14,6,32,2,31",7,2.67680039114144,1.71532966145767,346.342000000002,2.93442567050914,1.92546810177752,15.4285714285714
weighted_ks,29,2018,"4,27,23,15,24,3,26",7,2.83561248544263,1.69164603933163,326.800999999998,3.01739944771966,1.83844604515194,15.4285714285714
weighted_ks,29,2017,"4,27,23,15,24,3,26",7,2.51229913179709,1.57473247226502,327.85,2.68749358986465,1.71181235541247,15.4285714285714
weighted_ks,30,2018,"34,7,33,53,32,31,36",7,2.77882741878932,1.7951345665734,333.040000000001,3.05651963740775,2.00845794566895,15.8571428571429
weighted_ks,30,2017,"34,7,33,53,32,31,36",7,2.53444741462394,1.53583814413203,338.902000000004,2.80902484274197,1.76830378189339,15.8571428571429
weighted_ks,31,2018,"32,7,9,53,13,12,52",7,3.14698636800314,2.0026729915597,318.985999999999,3.54899826423502,2.31253827377357,14.8571428571429
weighted_ks,31,2017,"32,7,9,53,13,12,52",7,2.83152679797973,1.69255920571889,322.698999999999,3.23200316186334,2.00856048323241,14.8571428571429
weighted_ks,32,2018,"31,9,53,13,7,12,52",7,3.23358897703407,2.08785784803849,324.548000000001,3.52711767054086,2.32187271050898,15
weighted_ks,32,2017,"31,9,53,13,7,12,52",7,2.62852813881934,1.58465773282117,325.714,3.02257711398875,1.90232322703198,15
weighted_ks,33,2018,"41,11,25,46,36,30,5",7,4.34076277982434,3.05795792700286,335.392000000002,4.72845924765606,3.39935466465768,15.7142857142857
weighted_ks,33,2017,"41,11,25,46,36,30,5",7,4.26335707750934,3.04633304880959,342.755999999999,4.63723039167396,3.33921306171536,15.7142857142857
weighted_ks,34,2018,"46,53,51,36,52,30,32",7,4.53270023407284,2.55890140601811,302.533999999998,4.74708365030534,2.76779211296998,15.2857142857143
weighted_ks,34,2017,"46,53,51,36,52,30,32",7,2.53424003158026,1.67051402833166,305.168,2.89731954246263,1.94057413439763,15.2857142857143
weighted_ks,35,2018,"41,11,25,5,33,10,36",7,3.85693160612553,2.15042324710435,263.231,4.74657811426049,2.94131067188692,16.1428571428571
weighted_ks,35,2017,"41,11,25,5,33,10,36",7,3.34238983451465,2.38257275082383,323.186,4.20504394356177,3.03478011189599,16.1428571428571
weighted_ks,36,2018,"51,46,42,34,11,33,32",7,3.14208767775301,1.76059145368848,313.726,3.6107256153232,2.18818744300127,15.7142857142857
weighted_ks,36,2017,"51,46,42,34,11,33,32",7,2.46052143537194,1.65171890069498,311.697,3.04675200536134,2.08102300403731,15.7142857142857
weighted_ks,37,2018,"55,1,44,56,10,41,25",7,3.0385129597556,1.95087678230065,315.622,3.81968820360548,2.55892336259721,15.2857142857143
weighted_ks,37,2017,"55,1,44,56,10,41,25",7,3.36826997397225,2.21978713970701,318.243,3.98206278125595,2.80938249765592,15.2857142857143
weighted_ks,38,2018,"39,27,15,29,4,3,21",7,3.94745049948944,2.24200787026544,300.534,4.16996788996099,2.45781212408125,15.5714285714286
weighted_ks,38,2017,"39,27,15,29,4,3,21",7,3.07226659076118,1.97973438744269,292.812,3.33431639025297,2.19705793558613,15.5714285714286
weighted_ks,39,2018,"3,27,38,4,50,15,29",7,3.41044073858571,2.07450517768513,305.97,3.57253904417622,2.2298913551188,16
weighted_ks,39,2017,"3,27,38,4,50,15,29",7,2.97746000076864,2.10572217409877,302.408,3.15617889003187,2.24111421735343,16
weighted_ks,40,2018,"49,43,16,6,50,26,23",7,4.68336073234109,2.65914488523618,290.91,5.12427560864333,3.01416387203554,15.5714285714286
weighted_ks,40,2017,"49,43,16,6,50,26,23",7,3.39619564588947,2.32395140136343,292.283,3.97417235344764,2.69930729048902,15.5714285714286
weighted_ks,41,2018,"33,10,35,25,44,5,36",7,4.28904439256109,2.93097351358314,319.812,4.89415457253395,3.41018031189098,16.1428571428571
weighted_ks,41,2017,"33,10,35,25,44,5,36",7,4.26925772232911,3.10000266132151,322.383,4.73134368519266,3.44549483394286,16.1428571428571
weighted_ks,42,2018,"36,12,51,46,32,34,9",7,3.92214168896253,2.42061709384691,313.347000000001,4.21551420992272,2.6586397290918,14.8571428571429
weighted_ks,42,2017,"36,12,51,46,32,34,9",7,2.85309145643432,1.93677416087875,316.886,3.25081456417987,2.24872083375223,14.8571428571429
weighted_ks,43,2018,"49,6,40,26,45,22,47",7,4.73456562754863,3.26667373385381,306.529,4.97938713930199,3.42086975510371,14.8571428571429
weighted_ks,43,2017,"49,6,40,26,45,22,47",7,2.884701930943,1.95616929966865,309.381000000001,3.19237101002306,2.17932129583834,14.8571428571429
weighted_ks,44,2018,"41,37,1,33,56,30,10",7,5.61106988348369,4.05152194848444,292.493,6.07932663433593,4.43551801688994,15.8571428571429
