method,year,avg_rmse,avg_mae,total_runtime_sec
TF_LGBM,2017,3.551101808497623,2.5921988854283766,1118.2996890544891
TF_LGBM,2018,4.390755113953093,2.8755273810909654,1117.9394104480743
