target,donor,geo_distance
16,50,0.02189684241574569
16,21,0.024048454249285943
16,23,0.024374145890471734
16,46,0.024599814813124062
16,51,0.027450021030228745
16,22,0.028628408870386063
16,13,0.029233533925613633
16,45,0.029763940808468222
16,34,0.030151135630022273
16,37,0.03019835246797415
16,36,0.030742759480079204
16,35,0.03140402973791738
16,12,0.03273648062605389
16,11,0.03609146225605164
16,10,0.04111876092491113
16,9,0.041307066284111744
16,7,0.04905630116967652
16,8,0.04921615976587363
16,6,0.051565144880626544
16,5,0.05409323961254305
16,43,0.05639544752708325
16,44,0.056594609919055
16,4,0.057021751450214105
16,38,0.057087997096149735
16,39,0.05994635289156464
16,3,0.060315946331712327
16,42,0.060768357781414484
16,41,0.06273721249609358
16,2,0.06366598934980902
16,40,0.06587915477182443
16,1,0.06707854834781381
16,52,0.07235294879194629
16,60,0.0760041510562417
16,53,0.07767051054010139
16,59,0.07852693327769784
16,54,0.08170749525043582
16,58,0.08451920676260513
16,55,0.08606412980127091
16,57,0.09125239337622879
16,56,0.09308244854847776
16,61,0.09897611236783349
16,62,0.10203407703532187
16,63,0.10516624775035954
16,66,0.10595630294819658
16,65,0.1072071477022405
16,64,0.10914786214021786
17,18,0.004981747975359611
17,16,0.006173325396413207
17,19,0.008535315609864659
17,15,0.009540896731963967
17,33,0.011203916259951244
17,30,0.011608130962820852
17,20,0.012779418849071317
17,32,0.014103603152740802
17,49,0.01557752346202696
17,29,0.015653993416697255
17,21,0.01801355367188824
17,31,0.01833263757482815
17,50,0.018532067786677226
17,28,0.019054518469906294
17,48,0.0195706564133654
17,14,0.021478524564084958
17,27,0.021647111737134846
17,22,0.02253364230567261
17,25,0.022709364774251214
17,51,0.023332671169199636
17,47,0.023335837284743
17,24,0.02681895318613315
17,26,0.02791532037949777
17,46,0.029054212220777885
17,23,0.03052862957225564
17,37,0.03355988265608211
17,36,0.03479710939948892
17,45,0.034953816323257204
17,13,0.035354046776147216
17,34,0.035853032011951225
17,35,0.03606900752571381
17,12,0.03885162262879125
17,11,0.04217355545706341
