target,donor_1,score_1,donor_2,score_2,donor_3,score_3,donor_4,score_4,donor_5,score_5,donor_6,score_6,donor_7,score_7,donor_8,score_8,donor_9,score_9,donor_10,score_10,donor_11,score_11,donor_12,score_12,donor_13,score_13,donor_14,score_14,donor_15,score_15,donor_16,score_16,donor_17,score_17,donor_18,score_18,donor_19,score_19,donor_20,score_20,donor_21,score_21,donor_22,score_22,donor_23,score_23,donor_24,score_24,donor_25,score_25,donor_26,score_26,donor_27,score_27,donor_28,score_28,donor_29,score_29,donor_30,score_30,donor_31,score_31,donor_32,score_32,donor_33,score_33,donor_34,score_34,donor_35,score_35,donor_36,score_36,donor_37,score_37,donor_38,score_38,donor_39,score_39,donor_40,score_40,donor_41,score_41,donor_42,score_42,donor_43,score_43,donor_44,score_44,donor_45,score_45,donor_46,score_46,donor_47,score_47,donor_48,score_48,donor_49,score_49,donor_50,score_50,donor_51,score_51,donor_52,score_52,donor_53,score_53,donor_54,score_54,donor_55,score_55,donor_56,score_56,donor_57,score_57,donor_58,score_58,donor_59,score_59,donor_60,score_60,donor_61,score_61,donor_62,score_62,donor_63,score_63,donor_64,score_64,donor_65,score_65
11,12,0.003581235820216237,10,0.005253619873953546,9,0.006492719136078509,13,0.006993474069444982,23,0.012077415157640319,7,0.013263345199835571,8,0.014242397861315327,45,0.01564049978261564,24,0.01566005986227384,26,0.01580269027033052,6,0.016298746509471253,5,0.019524804736539586,25,0.020045827241099316,14,0.020725212466462205,34,0.020897389180469447,4,0.021796733274736323,46,0.02251720884346018,27,0.023326824813720354,3,0.024899641742201842,28,0.027266704943025324,2,0.0278491876982076,47,0.029121089160434908,29,0.031251649956442286,1,0.03134584685233432,35,0.03151855961175893,15,0.032697671882872634,31,0.033424678540862576,48,0.034804238215769084,30,0.03526841649096259,36,0.03562016011263848,16,0.03609146225605164,52,0.036628249377359,32,0.03897288320101554,37,0.039468672703803956,53,0.04193236072271629,17,0.04217355545706341,60,0.04239394492802011,59,0.044329722374271685,49,0.04588621776045613,54,0.04598742356166515,33,0.0462129677676083,18,0.04704951296007217,58,0.049751943178131225,55,0.05035290634005155,50,0.050583996625019646,19,0.050627621797690626,20,0.054858328369081756,57,0.0562569691495196,51,0.056792407677259134,56,0.05753978393737679,21,0.060139850348999026,61,0.06288746051392122,22,0.06470393565657347,62,0.06595270469730562,63,0.06913726897911142,66,0.069906067804519,65,0.0711196992924605,64,0.07306633219205684,38,0.0787479127244018,39,0.0828705210661789,43,0.08343943908943781,44,0.08471671196340187,42,0.08721884672414557,41,0.08756573887657206,40,0.08968565463824188
12,13,0.0035074440209360166,11,0.003581235820216237,23,0.008545358733839114,10,0.008834214044271234,9,0.009932888189242832,24,0.01217989227743828,26,0.012221691281487992,45,0.01502728746148153,25,0.01654354876621096,7,0.016832852607030126,14,0.017491021919259064,8,0.017799481027265893,34,0.018172118989264886,27,0.0197469669795136,6,0.01987705978710133,46,0.021053052797634867,5,0.023070982857260277,28,0.0236859258094338,4,0.025377466706706486,47,0.02711987925655275,29,0.027676878888342887,3,0.028478787858509696,35,0.028674292493451367,15,0.02934144475924798,31,0.029852112480693898,2,0.03139353816392788,30,0.03171784462696043,48,0.03253610938296099,36,0.03261354460113163,16,0.03273648062605389,1,0.03489882327371505,32,0.03539300531178442,37,0.03632639708256243,17,0.03885162262879125,52,0.04017817735350869,33,0.042664182740209666,49,0.04323914486157191,18,0.043694477199984906,53,0.045477198614030725,60,0.045929586331252756,19,0.04726810169543517,59,0.04789515426199192,50,0.04796516807601117,54,0.04953239751758431,20,0.05148889758433368,58,0.053332710413028846,55,0.05389692874264731,51,0.05420271153530978,21,0.05677719304439064,57,0.05983727915680991,56,0.06109796821138983,22,0.06136437178404096,61,0.06625680373282428,62,0.0693716606972184,63,0.072597773236443,66,0.07321995572854441,65,0.07448457936009309,38,0.07544509025410472,64,0.07648371624077899,39,0.07952893264579881,43,0.07995348197270714,44,0.08120293900401636,42,0.08375784067709721,41,0.0841620141453376,40,0.08632673050040758
13,12,0.0035074440209360166,23,0.005088352429814637,11,0.006993474069444982,24,0.00868059263241865,26,0.008953161440519218,10,0.012218616442952865,9,0.013046371977680195,25,0.013056702638108935,14,0.01403799115899428,45,0.014094411016073002,27,0.01642645169992598,34,0.01685933643415426,46,0.019065138214552798,7,0.020245233054968767,28,0.020375079800825393,8,0.02103593614175507,6,0.02318753069604437,29,0.02430851547421194,47,0.024550196656849838,15,0.025838763999077086,5,0.02626423377066226,31,0.026659355768660308,35,0.02699916664565782,30,0.028281310255714884,4,0.028704120782389316,16,0.029233533925613633,48,0.02970444996595633,36,0.030651007697790337,3,0.0318499218280045,32,0.03205814898836178,37,0.03411811513785604,2,0.034842394060827585,17,0.035354046776147216,1,0.03833680180257598,33,0.03922396631461441,49,0.0400908801839022,18,0.04019059339920229,52,0.04362006903811589,19,0.0437634571126414,50,0.044828919516312266,20,0.047983043420462654,53,0.04892527064595551,60,0.0490649959237744,51,0.051078412620010095,59,0.05111967431214717,54,0.052980258364413335,21,0.053271872123663945,58,0.05664724024663507,55,0.05734585744803193,22,0.057861897807538296,57,0.06319049667038545,56,0.06452684131429338,61,0.0697641339762058,62,0.07287720221338077,38,0.07287909615856941,63,0.07609600927703104,66,0.0767229978002033,39,0.07688909917394017,43,0.07701294079568712,65,0.07799174563945854,44,0.07819091701655637,64,0.07998948695647444,42,0.08087393129711207,41,0.08139944220054587,40,0.08365028358260361
14,25,0.004413575647929912,24,0.00616837437660848,26,0.008642341555388816,27,0.008696186111738856,23,0.009611180202763869,28,0.011304503434030186,15,0.012104270807446419,29,0.013738259052005075,13,0.01403799115899428,46,0.014328500858080006,47,0.015181790503428763,16,0.015470618927502542,45,0.01614832032906209,30,0.01639691815555595,12,0.017491021919259064,31,0.01766652562843072,48,0.018307628191549012,11,0.020725212466462205,34,0.020926944826706064,32,0.021156222389169553,17,0.021478524564084958,10,0.025677099719399753,9,0.02583830344662747,18,0.02639407491388927,33,0.02687018086820409,49,0.026871438260353674,35,0.027248179164487296,36,0.02900760395913458,19,0.029974005703108802,37,0.03080744432405907,50,0.03160099599348095,7,0.03359087012046583,8,0.033766761291246145,20,0.03421641572242773,6,0.03610501544882655,51,0.03784042849334559,5,0.03869780298389042,21,0.039480128365799394,4,0.04157386096395181,22,0.04401074609058563,3,0.04485848837054144,2,0.04819580534538247,1,0.05160860654435456,52,0.05688406588746977,60,0.06086682115717893,53,0.062201978518050385,59,0.06328232059588212,38,0.06588478761785607,54,0.06624051189491212,43,0.06782258614783132,44,0.06855149129588646,58,0.06918210170109028,39,0.0694239182486843,55,0.07059847207588849,42,0.07197224762677623,41,0.07318768315625246,57,0.07588414388981404,40,0.07588865827282755,56,0.07763405063359767,61,0.08359322843657853,62,0.08660675145420246,63,0.08971030850961333,66,0.09063091638866955,65,0.09182696442467218,64,0.09371981057268523
15,16,0.0033951924510990674,30,0.007650691849761046,29,0.009043920143389143,17,0.009540896731963967,28,0.011002751105519,14,0.012104270807446419,27,0.01269233085173877,32,0.012698530763832474,25,0.013190921490934593,31,0.013236998337991884,18,0.014354480616866635,33,0.015728473557532558,48,0.017074040932948467,24,0.017278990868971476,19,0.017930891652396985,47,0.01827245199446424,26,0.018441220561014958,49,0.019572673576187805,23,0.020988995389250996,46,0.02208545188896976,20,0.022160876807789002,50,0.02382387457992507,13,0.025838763999077086,45,0.02677647413103524,34,0.027394601657990906,21,0.027442766379503356,37,0.029263636950317706,36,0.029316658538960393,12,0.02934144475924798,35,0.02951508201852061,51,0.02964965601453078,22,0.032023145736950955,11,0.032697671882872634,10,0.03773185939998183,9,0.037941910834590295,7,0.045677163314396,8,0.045866757159842876,6,0.04820866152238624,5,0.05076924898558177,4,0.053673561414256776,3,0.056961604765403163,38,0.05843819001209741,43,0.05845333544803069,44,0.05880248676620742,2,0.060291988098668585,39,0.06148627568636761,42,0.06277620927110841,1,0.06371058867605912,41,0.06454522528862999,40,0.06757808617037034,52,0.06898715661548895,60,0.07276863403967401,53,0.07430526780639445,59,0.07525901924540344,54,0.07834443904553781,58,0.08122049891843805,55,0.0827026468950662,57,0.08794231925785219,56,0.08973466512446572,61,0.09558145257553893,62,0.09864265882188089,63,0.10178093325318845,66,0.10256134105231858,65,0.10381236069413896,64,0.10575646547875928
16,15,0.0033951924510990674,17,0.006173325396413207,30,0.007715356440243058,29,0.010638525639391966,18,0.010959403111483747,32,0.012053157751394442,33,0.013260751218916688,28,0.013443252764491176,31,0.014234677298063355,19,0.014536336226504928,14,0.015470618927502542,27,0.015661912587228936,25,0.01653610897399992,48,0.01775048450042983,49,0.017982200760196177,20,0.018768277808312618,47,0.019992330426691136,24,0.02066391229777169,26,0.021748272197119514,50,0.02189684241574569,21,0.024048454249285943,23,0.024374145890471734,46,0.024599814813124062,51,0.027450021030228745,22,0.028628408870386063,13,0.029233533925613633,45,0.029763940808468222,34,0.030151135630022273,37,0.03019835246797415,36,0.030742759480079204,35,0.03140402973791738,12,0.03273648062605389,11,0.03609146225605164,10,0.04111876092491113,9,0.041307066284111744,7,0.04905630116967652,8,0.04921615976587363,6,0.051565144880626544,5,0.05409323961254305,43,0.05639544752708325,44,0.056594609919055,4,0.057021751450214105,38,0.057087997096149735,39,0.05994635289156464,3,0.060315946331712327,42,0.060768357781414484,41,0.06273721249609358,2,0.06366598934980902,40,0.06587915477182443,1,0.06707854834781381,52,0.07235294879194629,60,0.0760041510562417,53,0.07767051054010139,59,0.07852693327769784,54,0.08170749525043582,58,0.08451920676260513,55,0.08606412980127091,57,0.09125239337622879,56,0.09308244854847776,61,0.09897611236783349,62,0.10203407703532187,63,0.10516624775035954,66,0.10595630294819658,65,0.1072071477022405,64,0.10914786214021786
17,18,0.004981747975359611,16,0.006173325396413207,19,0.008535315609864659,15,0.009540896731963967,33,0.011203916259951244,30,0.011608130962820852,20,0.012779418849071317,32,0.014103603152740802,49,0.01557752346202696,29,0.015653993416697255,21,0.01801355367188824,31,0.01833263757482815,50,0.018532067786677226,28,0.019054518469906294,48,0.0195706564133654,14,0.021478524564084958,27,0.021647111737134846,22,0.02253364230567261,25,0.022709364774251214,51,0.023332671169199636,47,0.023335837284743,24,0.02681895318613315,26,0.02791532037949777,46,0.029054212220777885,23,0.03052862957225564,37,0.03355988265608211,36,0.03479710939948892,45,0.034953816323257204,13,0.035354046776147216,34,0.035853032011951225,35,0.03606900752571381,12,0.03885162262879125,11,0.04217355545706341,10,0.047155623190135026,9,0.04726111573429053,44,0.05375781206280624,43,0.053889645818561455,7,0.055055174143762445,8,0.0551145845464701,38,0.056047026598741154,6,0.05748350942566058,42,0.05833949884083678,39,0.058500343806254664,5,0.059915167561227764,41,0.06071879312774586,4,0.06291090204058433,40,0.06406715714779294,3,0.06622226685609611,2,0.06963868593045103,1,0.07302767300825078,52,0.07829256908621664,60,0.08158202157614144,53,0.0836065795011972,59,0.08418334070022412,54,0.08763474430116172,58,0.09025281250404334,55,0.09198477007091997,57,0.09701436705746219,56,0.09895574925414902,61,0.1050593619103029,62,0.10808517995081475,63,0.11118065676987166,66,0.11206636069757962,65,0.11329223143516955,64,0.11519829312923872
18,19,0.003580190839885495,17,0.004981747975359611,20,0.007823253891444417,33,0.01001081517410045,16,0.010959403111483747,21,0.013091288927374566,15,0.014354480616866635,30,0.014781870638048466,32,0.015765461229535916,49,0.017067249986450667,22,0.01767535444877981,50,0.018875330613793227,29,0.01923626678386428,31,0.021112068154967675,51,0.02258090897196125,28,0.022997193012409115,48,0.023493346048615523,27,0.025941909826572133,14,0.02639407491388927,25,0.02740831692315309,47,0.027799701345338223,24,0.031600086991810626,26,0.032532557922794844,46,0.03383170778131066,37,0.03525289139602594,23,0.035308878054251445,36,0.037057773960263704,35,0.038855408295113796,34,0.039685732874422223,45,0.0398896957232065,13,0.04019059339920229,12,0.043694477199984906,11,0.04704951296007217,44,0.050287586926497076,43,0.050650444398642754,10,0.05206384323654945,9,0.05220607255444523,38,0.0538696908742755,42,0.05512850565623922,39,0.05600118187645686,41,0.057787167016388696,7,0.05998377246297539,8,0.06007582187619239,40,0.061266704774208314,6,0.06244018457692133,5,0.06488973602797282,4,0.0678748601095427,3,0.07118266479593188,2,0.074579269139956,1,0.07797669039456594,52,0.08324483186630867,60,0.08655813646203343,53,0.08856015427380419,59,0.0891641612451999,54,0.09259099158179476,58,0.09523429977576353,55,0.09694295544746924,57,0.10199498747708144,56,0.10392450063281519,61,0.10993520053144942,62,0.11298672571983842,63,0.11610427384420438,66,0.11691354040011794,65,0.11816638413224807,64,0.12010039988184885
19,18,0.003580190839885495,20,0.00424608002279751,17,0.008535315609864659,21,0.009512263289564683,33,0.0111399562386932,22,0.014114328539466555,16,0.014536336226504928,30,0.017881316251607406,15,0.017930891652396985,32,0.01816650755896686,49,0.01840295775928425,50,0.019357884322673276,51,0.022138443609477153,29,0.02242360606347695,31,0.023925776130566803,48,0.026214164585010115,28,0.026295992690141937,27,0.029361380246848066,14,0.029974005703108802,47,0.030859643092232936,25,0.03095432365421671,24,0.03516363181697816,26,0.036051484954853136,46,0.037121945722308196,37,0.03731819924500645,23,0.038871203030006664,36,0.03943819426799354,35,0.04151649750267955,34,0.042874762243655606,45,0.04333530452321754,13,0.0437634571126414,12,0.04726810169543517,44,0.04843147757171982,43,0.04899868220115721,11,0.050627621797690626,38,0.05309308338305471,42,0.05348355238351319,39,0.05495406372498762,10,0.055644011060400705,9,0.05578298409811006,41,0.05637261418357322,40,0.05995047308870881,7,0.06356329447534957,8,0.06364701596092306,6,0.06601352217121886,5,0.06845003407515583,4,0.07144456518252448,3,0.07475436258172495,2,0.07815729071276711,1,0.08155278172790914,52,0.08681995012415061,60,0.09006554158750173,53,0.09213484387271734,59,0.09268954089804311,54,0.09616467526971631,58,0.09877575640758209,55,0.10051582030486546,57,0.10554173025396163,56,0.10749086125550399,61,0.1135123416530555,62,0.11656648485546776,63,0.11968428004454051,66,0.12048568746768228,65,0.12174322929066737,64,0.12368017880359812
20,19,0.00424608002279751,21,0.005294236059149594,18,0.007823253891444417,22,0.009957068974351831,17,0.012779418849071317,33,0.013450164480778643,16,0.018768277808312618,49,0.020873988043735216,50,0.020945262063053784,32,0.021302212595174255,30,0.021656078866914005,15,0.022160876807789002,51,0.022590944169069156,29,0.026244820087971663,31,0.0273704792594138,48,0.02980206029606005,28,0.030211260317967517,27,0.03339705100094918,14,0.03421641572242773,47,0.0347168983894011,25,0.03513606508831063,24,0.039368735134875744,37,0.03986643981408424,26,0.040195998612424136,46,0.04116187070882464,36,0.042316696557741826,23,0.04307371767748867,35,0.04469209983263259,44,0.046280498892946255,34,0.04663000530656196,43,0.04709853255559031,45,0.04749806238742797,13,0.047983043420462654,12,0.05148889758433368,42,0.05156867901274958,38,0.05224014524826669,39,0.0537633062868161,41,0.05472716024470848,11,0.054858328369081756,40,0.05840960673656346,10,0.05988317840504123,9,0.0600286590545716,7,0.06780665623757012,8,0.06789275185356679,6,0.07025956275447497,5,0.07269171041769477,4,0.07568993120990394,3,0.0790001774843576,2,0.08240241986738006,1,0.08579870048619613,52,0.09106600381042314,60,0.09427067172185634,53,0.09638092002284478,59,0.09690829804970269,54,0.10041073135501996,58,0.10300579039282207,55,0.10476179771806138,57,0.10977516555469184,56,0.11173501476658966,61,0.11773943284694385,62,0.12080223498396045,63,0.12392607230030331,66,0.12470138752283398,65,0.12596948742675748,64,0.12791600711189355
21,22,0.004708535382685369,20,0.005294236059149594,19,0.009512263289564683,18,0.013091288927374566,33,0.01782353090411658,17,0.01801355367188824,50,0.023184279039038486,51,0.02344127867203491,16,0.024048454249285943,49,0.024076840082535748,32,0.02603917865448141,30,0.026790873553880216,15,0.027442766379503356,29,0.03139046391820294,31,0.03227090974174729,48,0.0340838128996742,28,0.035401761855167566,27,0.0386456649559818,47,0.03930490139779007,14,0.039480128365799394,25,0.040430108753007336,37,0.04395532874407835,24,0.04466173766088819,44,0.04480546758923515,26,0.045483660756144094,43,0.04597198359392382,46,0.04598478267970823,36,0.04668758745587522,23,0.04836717296772676,35,0.049309556883022146,42,0.05037842157005319,34,0.05169778868152868,38,0.05246428856326941,45,0.052512865561212686,13,0.053271872123663945,39,0.05353607910353541,41,0.053882978991514584,12,0.05677719304439064,40,0.05767962884667342,11,0.060139850348999026,10,0.06515342988500294,9,0.0652745731949279,7,0.07306574342255066,8,0.07311889534750915,6,0.07549204139364628,5,0.07788893888094761,4,0.08091098193354218,3,0.08422682009247409,2,0.08765222415575083,1,0.09103997721270579,52,0.09630335921685182,60,0.09935510780307172,53,0.10161649301063286,59,0.10202669449599946,54,0.10564259598211313,58,0.10815619931377023,55,0.10999071284835826,57,0.1149362816602747,56,0.11694399178906117,61,0.12302410343461154,62,0.12607780531437718,63,0.12918951738391934,66,0.12999220304268255,65,0.13125478522114922,64,0.13319145055145246
22,21,0.004708535382685369,20,0.009957068974351831,19,0.014114328539466555,18,0.01767535444877981,33,0.02234524001034669,17,0.02253364230567261,51,0.024286733495676175,50,0.025195761962877806,49,0.026835977283676492,16,0.028628408870386063,32,0.030648230674053607,30,0.03149771265425473,15,0.032023145736950955,29,0.03609770268936793,31,0.036924122046299225,48,0.037597953833287234,28,0.040110142913731904,47,0.04306970949263531,27,0.04334406273205132,14,0.04401074609058563,44,0.044890622938203915,25,0.04506767502822839,43,0.04636729078660947,37,0.04822448454312395,24,0.04927494957440341,46,0.04996036119575192,26,0.05014756131548176,42,0.05067176488499289,36,0.05109776144803212,23,0.05298332440608082,35,0.053834997292189,38,0.05397506113938177,41,0.054460856901539845,39,0.054657704172879414,34,0.05639009335769888,45,0.056687089359041876,13,0.057861897807538296,40,0.05833160732021705,12,0.06136437178404096,11,0.06470393565657347,10,0.06968723738569348,9,0.06975811472832391,8,0.07756445010602471,7,0.07757298838874269,6,0.07994787496794399,5,0.08228551700907027,4,0.08534541815469646,3,0.08866998171376828,2,0.09213746880916575,1,0.09550811051717017,52,0.10076317559783435,60,0.10358212238069853,53,0.1060720909659558,59,0.10629924862128617,54,0.11009074319510241,58,0.11247286060401414,55,0.11443284671177244,57,0.11926731645811438,56,0.12135040543356256,61,0.1275911271074913,62,0.13061714880734457,63,0.13369865952125326,66,0.1345843247468293,65,0.13582359920131704,64,0.13773001086709463
23,24,0.0037102376689371283,26,0.0041302688108644575,13,0.005088352429814637,25,0.008008612232465729,12,0.008545358733839114,14,0.009611180202763869,27,0.011410220199452755,11,0.012077415157640319,34,0.015048713880262334,45,0.015314124627937435,28,0.015355993636362341,10,0.01730693456074758,9,0.018067466117029262,46,0.018180780874593922,29,0.01924149752202253,15,0.020988995389250996,31,0.021739923308282373,47,0.022296144998182974,30,0.02319311294091418,35,0.024205454610273285,16,0.024374145890471734,7,0.025333450526132492,8,0.026083222322596553,48,0.026776656660046277,32,0.027006990111635893,36,0.02736340552855219,6,0.0282589041268412,37,0.030435095085936552,17,0.03052862957225564,5,0.03128559465456903,4,0.033777958628667844,33,0.03413635378888615,18,0.035308878054251445,49,0.03633269390356293,3,0.03693411701936302,19,0.038871203030006664,2,0.03992586192632536,50,0.04107528499535943,20,0.04307371767748867,1,0.043423070119004675,51,0.047327696314631684,21,0.04836717296772676,52,0.04870566238703669,22,0.05298332440608082,53,0.05400936778420944,60,0.05403397943377855,59,0.05614116456656386,54,0.05806449014440748,58,0.061711138150985334,55,0.06242983455496262,57,0.06826768964891078,38,0.06858110744308524,56,0.06961471292370605,43,0.0722889497741529,39,0.07249899231637637,44,0.07339355509702468,61,0.0747292303490408,42,0.07620709571004525,41,0.07686477670487309,62,0.07788134117078364,40,0.0792112080741103,63,0.08113096264546601,66,0.08163893492421376,65,0.08295109627437125,64,0.08499139778171673
24,26,0.003134174036329185,23,0.0037102376689371283,25,0.004398189792403212,14,0.00616837437660848,27,0.00843236838379347,13,0.00868059263241865,12,0.01217989227743828,28,0.012281324607712332,11,0.01566005986227384,34,0.015932881705768107,29,0.015953681546589778,45,0.01602658402654789,46,0.017190179835301314,15,0.017278990868971476,31,0.018841036740317646,30,0.019710549953007413,47,0.0201356880135743,16,0.02066391229777169,10,0.020846501467872227,9,0.021441131860282018,32,0.023747001218890753,35,0.023883320516418984,48,0.024061741779222892,36,0.02649986212341491,17,0.02681895318613315,7,0.028873213364639605,37,0.02911568595946177,8,0.02947379199780712,33,0.030628677404680758,18,0.031600086991810626,6,0.031701341310581846,49,0.03303810560867556,5,0.03461778443069397,19,0.03516363181697816,4,0.03722115279730057,50,0.03776893368166487,20,0.039368735134875744,3,0.04041605210259905,2,0.043493026315950895,51,0.044008802856814924,21,0.04466173766088819,1,0.046975121340982154,22,0.04927494957440341,52,0.0522607848593953,60,0.05725041099808807,53,0.05757133028591576,59,0.05944566574990986,54,0.06162530846762549,58,0.06510782103472669,55,0.0659913549262326,38,0.06638821477159934,43,0.06955704127872318,39,0.07019208858874339,44,0.0705550635162353,57,0.07170538372786245,56,0.07314722739413987,42,0.0735491510827963,41,0.07437660441220749,40,0.07683688323324936,61,0.07841443441739539,62,0.08154862736429105,63,0.08477621464644433,66,0.08533805979749018,65,0.08663853544214613,64,0.08866007520237057
25,24,0.004398189792403212,14,0.004413575647929912,27,0.004849029582297889,26,0.005321753804903062,23,0.008008612232465729,28,0.00830765688326141,29,0.01169823789209298,13,0.013056702638108935,15,0.013190921490934593,31,0.014928707773280318,30,0.015325440450440604,16,0.01653610897399992,12,0.01654354876621096,34,0.016698666347346413,46,0.018360405138231534,45,0.01893480156880444,32,0.01947684660770321,47,0.019592267247309576,11,0.020045827241099316,48,0.022481281102285967,17,0.022709364774251214,35,0.022861990853379328,36,0.024767072868023803,10,0.025241969019868433,9,0.02582867640820953,33,0.02623379318531734,37,0.026800582713441146,18,0.02740831692315309,49,0.0302035042036516,19,0.03095432365421671,7,0.033269586508551656,8,0.03386078020512814,50,0.034875409471144564,20,0.03513606508831063,6,0.03609570315924046,5,0.038989784736261315,21,0.040430108753007336,51,0.04105654728006243,4,0.041614921319762146,3,0.04481335586507665,22,0.04506767502822839,2,0.047886488886636845,1,0.051371005931848304,52,0.05665642696896795,60,0.06157493041636345,53,0.06196612241830207,38,0.06293066383290426,59,0.06380241570661728,43,0.06561606342794425,54,0.06602035999674638,44,0.0665282401081676,39,0.06662167458868025,58,0.06949036590621749,42,0.06966554248299513,55,0.07038637965153488,41,0.0706376179792326,40,0.073196405208521,57,0.07609598070128276,56,0.07754509981797691,61,0.08272804434682351,62,0.08588910919581129,63,0.08913803972429503,66,0.08961671627799139,65,0.09094752584017889,64,0.09299881263639874
26,24,0.003134174036329185,23,0.0041302688108644575,25,0.005321753804903062,27,0.007529949299298132,14,0.008642341555388816,13,0.008953161440519218,28,0.01146444239594763,12,0.012221691281487992,34,0.01280852824410361,29,0.015483380114819909,11,0.01580269027033052,31,0.01770802851194906,15,0.018441220561014958,45,0.018707880047990445,30,0.01965080981944516,46,0.020306209503499158,35,0.02090370550357043,10,0.02105589940040551,16,0.021748272197119514,9,0.021997946235046553,32,0.02317365029036213,47,0.023175778754768953,36,0.02371982423817684,37,0.02656720067639797,48,0.026874079250459933,17,0.02791532037949777,7,0.029042320118923017,8,0.02997161754226816,33,0.030580492498486746,6,0.03208941920633654,18,0.032532557922794844,5,0.03521236134910573,49,0.03532862301449069,19,0.036051484954853136,4,0.03759578415048678,50,0.040029607889411074,20,0.040195998612424136,3,0.04069895721575674,2,0.0435496221390036,21,0.045483660756144094,51,0.046237932750070085,1,0.047069657358961015,22,0.05014756131548176,52,0.052339823131627,53,0.05762499457700622,60,0.058017642056360744,59,0.06006473447506449,54,0.06167862600690768,38,0.06447305674380582,58,0.06555030628288469,55,0.06603915436988878,43,0.0681764847273604,39,0.06837761876930204,44,0.06930169496404834,57,0.07205856209674182,42,0.07208489290336778,41,0.07273451534024274,56,0.07327169428763061,40,0.07508485441745227,61,0.07794188389364216,62,0.0811838031129978,63,0.08451687897035713,66,0.0847436418139438,65,0.08614482218851,64,0.08828374143510229
27,28,0.003949006401615512,25,0.004849029582297889,26,0.007529949299298132,29,0.007968972699790095,24,0.00843236838379347,14,0.008696186111738856,31,0.010414413111164738,23,0.011410220199452755,30,0.012271819583501082,15,0.01269233085173877,34,0.014800142717217267,32,0.01564607343361266,16,0.015661912587228936,13,0.01642645169992598,35,0.01899962188807977,12,0.0197469669795136,36,0.020386574531293885,17,0.021647111737134846,37,0.022117613159877814,46,0.022992816252255802,33,0.02313871485195325,11,0.023326824813720354,47,0.023411264890646113,45,0.023768365996003998,48,0.02542516391077941,18,0.025941909826572133,10,0.02858044264685202,19,0.029361380246848066,9,0.02946314646961522,49,0.031531941381557835,20,0.03339705100094918,50,0.03603980955068991,7,0.03657192418454357,8,0.03746237843130088,21,0.0386456649559818,6,0.03960197000718528,51,0.04205590570240999,5,0.04268368812427057,22,0.04334406273205132,4,0.04511284958988951,3,0.048225736127092966,2,0.051073591136320096,1,0.05459590911011551,38,0.058148193068400696,52,0.059863952087713015,43,0.061124673368861474,39,0.061881380922616795,44,0.06213208649144176,42,0.06512075751678569,53,0.06514562782297827,60,0.06544412172571347,41,0.06598563439787483,59,0.06754055912479556,40,0.06848942989659061,54,0.0691985019832799,58,0.07306457911252207,55,0.07355764416809449,57,0.07958375855034744,56,0.0807971904861178,61,0.08529281500548566,62,0.08858341140168398,63,0.09195670797598184,66,0.09202287823449128,65,0.09348024327161332,64,0.09567531445409522
28,27,0.003949006401615512,29,0.004166393938407603,31,0.006621597684094039,25,0.00830765688326141,30,0.008688900672121868,15,0.011002751105519,14,0.011304503434030186,26,0.01146444239594763,32,0.011712033062197142,24,0.012281324607712332,16,0.013443252764491176,23,0.015355993636362341,34,0.016798626904899094,35,0.01872711922453637,17,0.019054518469906294,36,0.019179267440650592,33,0.01937707951575779,37,0.020129289119340494,13,0.020375079800825393,18,0.022997193012409115,12,0.0236859258094338,47,0.024862590327236627,46,0.02551707575820551,48,0.02594761050443759,19,0.026295992690141937,45,0.027112996377383316,11,0.027266704943025324,20,0.030211260317967517,49,0.0305120642017219,10,0.03252011914015691,9,0.03341205696885486,50,0.03482160355138744,21,0.035401761855167566,22,0.040110142913731904,7,0.04050405606997904,51,0.04064268745358752,8,0.041411003359614465,6,0.043547393072949914,5,0.04663259343474261,4,0.04905685913875854,3,0.05216329579848271,38,0.054719307995989855,2,0.05498534031903411,43,0.05733227703388379,44,0.058287185056236805,39,0.05835867327047453,1,0.058511414126818005,42,0.061366343651222975,41,0.06233295537233895,52,0.06377532594977468,40,0.06490968908506645,53,0.06905132062060801,60,0.06938841630913627,59,0.07148946792283468,54,0.07310287659353766,58,0.07700983548515086,55,0.07745986598955623,57,0.08352300017695728,56,0.0847100728714715,61,0.08905641596830632,62,0.09238068983894851,66,0.09573686321433356,63,0.0957838736937487,65,0.09723144144030786,64,0.09946559999542559
