target,donor1,score1,donor2,score2,donor3,score3,donor4,score4,donor5,score5,donor6,score6,donor7,score7,donor8,score8,donor9,score9,donor10,score10,donor11,score11,donor12,score12,donor13,score13,donor14,score14,donor15,score15,donor16,score16,donor17,score17,donor18,score18,donor19,score19,donor20,score20,donor21,score21,donor22,score22,donor23,score23,donor24,score24,donor25,score25,donor26,score26,donor27,score27,donor28,score28,donor29,score29,donor30,score30,donor31,score31,donor32,score32,donor33,score33,donor34,score34,donor35,score35,donor36,score36,donor37,score37,donor38,score38,donor39,score39,donor40,score40,donor41,score41,donor42,score42,donor43,score43,donor44,score44,donor45,score45,donor46,score46,donor47,score47,donor48,score48,donor49,score49,donor50,score50,donor51,score51,donor52,score52,donor53,score53,donor54,score54,donor55,score55,donor56,score56,donor57,score57,donor58,score58,donor59,score59
38,26,0.2307473806079663,1,0.3710751276345457,47,0.4413258043867603,52,0.5325341497868473,11,0.5403461970548713,51,0.5713504641193832,57,0.6095601288825212,3,0.6289581238171701,21,0.6420177813532242,10,0.6620891900301363,64,0.6936362169914922,19,0.7573285708761497,55,0.7873369459139282,35,0.8248555605651336,17,0.8567260800868176,37,0.8770664540678718,49,0.9152303081687048,2,0.9463374221560892,34,0.9852806042723146,32,0.9885664831169656,24,1.0090228719403318,5,1.0183661916985376,54,1.019075060978811,36,1.0291862364028643,29,1.0646527700246486,9,1.0992374653826906,20,1.1110086965800412,12,1.113149027089087,13,1.14768360274261,15,1.1510287301010884,66,1.1878897042429102,27,1.2273869509891089,16,1.2354870897996106,28,1.240857383655204,30,1.2409226498586463,22,1.2755339991342434,25,1.279444995159612,14,1.2924948738685336,31,1.2989461079300375,65,1.341143264164844,48,1.3663140321869731,59,1.3701835308669768,23,1.4353444707129774,50,1.453743756214165,18,1.4881318873520912,56,1.492939457808269,61,1.5048573362695383,33,1.5529162577964204,45,1.5940168909925243,58,1.6126313731798163,4,1.6314043736209194,46,1.6814022424697466,7,1.7253334070084825,8,1.7546732225336974,6,1.7647050981016923,53,1.7953112368198478,60,1.8870829362950008,63,2.0870926118201023,62,2.0938888678938734
39,8,0.294474897031081,53,0.3605088337238061,46,0.3896829143443323,33,0.3955328733032825,48,0.409398869801413,45,0.4149697707443996,6,0.4504588335255974,7,0.4751072694430003,60,0.4754631064838938,50,0.4921026244416863,18,0.5151506203449724,4,0.54677927115415,22,0.6502829430044643,63,0.6670268419807919,62,0.6713586090401048,23,0.6927707872019063,58,0.8057536794944881,28,0.9396390021867742,31,0.9556874981121316,56,0.9567285843568516,15,0.9954824352508392,27,1.0315391835660628,16,1.033360083586331,14,1.0505776202700443,30,1.054686880235202,12,1.0669029257713725,20,1.0883731544176494,25,1.100466347558241,49,1.1528141371290688,13,1.1873734647430365,29,1.206037694303858,32,1.212008079034485,61,1.3066372908871775,24,1.3485977919330034,9,1.358025388597826,59,1.4244639184374643,17,1.4333094991771742,5,1.4436490673259554,37,1.5021887485090744,19,1.5022253475925724,21,1.5046677019461605,35,1.5356423773884598,47,1.6326396964753809,26,1.6727445584776006,55,1.7248976651334147,51,1.7485486531110148,11,1.7838685661017508,1,1.7911032667458833,52,1.8093881331518984,34,1.815124834404528,3,1.8493175019222428,36,1.855851768568046,10,1.8827305259497449,57,1.924624672401619,2,1.954667314310632,54,1.9900372397325203,64,2.172465368092612,65,2.279921121919109,66,2.348698738031195
40,29,0.2899970364738673,9,0.3179605776934437,24,0.3274692877845057,13,0.3378756007517533,20,0.4539667745941541,17,0.481470307452594,30,0.4924459308864074,16,0.5087192522389122,25,0.5233014939846214,14,0.5240140323506252,27,0.5344371529934938,15,0.5520480133066359,59,0.5776269289103382,31,0.6037451749039049,37,0.6250443409650243,61,0.6848287638367478,35,0.756777123073399,56,0.8551643002089742,23,0.8900235570950551,49,0.8949795188819148,55,0.8970489890995411,50,0.9005322833302246,51,0.922766962813653,32,0.9374935529612506,22,0.9551147754129564,12,0.9611121765280416,18,1.034435051786459,28,1.0368478472328424,58,1.041181685817293,48,1.0436724215150854,21,1.0905500608846332,47,1.0937148369831091,5,1.0956806741759395,4,1.100396141065485,26,1.1018475749447956,3,1.1229554672590218,19,1.1361285579308416,45,1.1366029683825225,33,1.1545530548498786,57,1.1863015623424895,1,1.193237933154449,11,1.2082839042062117,52,1.235027414044008,34,1.258168738022723,46,1.259083013151073,7,1.2695906297451287,36,1.2822775943887943,6,1.293989258241632,10,1.3022643481965726,8,1.356212000723206,2,1.3803179693286944,54,1.4057160535120805,53,1.4371690240262942,64,1.4758902423883054,60,1.4910447424897648,66,1.6835612923317589,65,1.7111026399061533,63,1.7462860461224596,62,1.7661727616569007
41,26,0.2857536490589946,1,0.3396458166028911,51,0.4361647710498076,57,0.4615831204546841,47,0.4841107813420951,11,0.5142589878122429,52,0.5407401972315056,3,0.5613700175830934,55,0.5914519943313632,10,0.6070982558767999,35,0.6218592988679795,64,0.6610454824639764,37,0.6796230302099111,21,0.7032765581754249,19,0.8175910720978699,17,0.8528241074807703,2,0.8959521856372652,5,0.9007065829545698,32,0.9033409810516486,49,0.9113771228197514,54,0.9157534380520216,34,0.9204190854978824,36,0.9271776471887831,24,0.9481256842136142,9,0.9861025804532808,12,1.0056041128452435,29,1.0401850790201572,13,1.067226560844931,66,1.1013057082261812,20,1.1256207671220746,15,1.1326269134844422,30,1.137123005830055,28,1.1495283803344385,25,1.1717618118126842,16,1.1921584468073636,22,1.2024597353795514,59,1.211881583845186,14,1.2134005830320878,27,1.21772212842441,31,1.2259238030998398,65,1.2443527424504115,48,1.3252568714867683,61,1.3723335352071555,56,1.3871935884832094,23,1.4216273801584005,33,1.437164367536211,50,1.4729622954532708,58,1.510469870967813,18,1.5220709080373465,45,1.5472234499554618,46,1.594277214604174,4,1.62120038969971,8,1.6425362327312445,7,1.6943389584219166,6,1.7117440343094572,53,1.734380205241214,60,1.7560600768315973,63,1.9584053591208184,62,1.9743362162110387
42,34,0.3268263360926201,5,0.3381976340848646,36,0.3418755154591052,49,0.4870851962872741,32,0.4930647857343008,54,0.5075989023199461,21,0.5192388088307436,2,0.5445294592802452,19,0.6011988170197913,47,0.639797059929418,12,0.6646207526220482,52,0.7328782692050173,10,0.744729943850723,65,0.746107390834511,11,0.7482325234879947,28,0.8735940431411692,66,0.895218354510891,26,0.9295047826706708,1,0.9766089323559282,51,0.9798586673872094,22,1.0380285128637727,37,1.0475344506238198,3,1.0504638939618112,57,1.0631373740808825,55,1.0947330174848209,35,1.1164780534474956,17,1.1487809333933363,64,1.166824459182753,24,1.1750506441913793,9,1.198500262653316,29,1.2235066700766983,13,1.2462636892367287,48,1.253414933490276,20,1.3010744314218003,15,1.311431592534881,30,1.314712360874398,25,1.3417425226928383,27,1.3502251091865072,16,1.3538125385541808,14,1.357375655050988,31,1.3645180104174452,33,1.3720576679522316,59,1.4690561739112853,61,1.4855767622157112,56,1.5287027252531653,23,1.542082178305162,50,1.5489698598890236,18,1.6017541139358198,58,1.6071942093530125,8,1.60782805883544,45,1.6320261092190578,4,1.6611126722897367,46,1.685218771310505,6,1.7458480477751717,53,1.7642185996517958,7,1.769105673204708,60,1.801392024865289,62,1.9722279929608768,63,1.9950723653917912
43,46,0.16913121205412,45,0.1820266932711573,6,0.2115086177190563,7,0.2723749138207238,53,0.336306512101954,60,0.3892680461200291,50,0.4117981242940008,18,0.4224452918386466,4,0.4353785145328163,8,0.4573678975330617,23,0.5466401607585434,33,0.5474695018608169,48,0.5550444753570293,58,0.6241726000440886,63,0.630636938502859,62,0.7708572650573885,22,0.7831889614645198,56,0.8093598742886758,31,0.8416060287491922,16,0.9539319536768656,14,0.9654473712462682,27,0.9693968113900344,30,0.9761083804469192,15,0.9861221685871572,25,1.041073930278981,20,1.0721226286235477,28,1.0800889978682071,13,1.1133951834008429,12,1.1791655687240914,61,1.1939759291348486,29,1.1945596425415703,9,1.2988666245132818,49,1.300496183019281,32,1.3215139282397967,59,1.3322097838268432,24,1.3429713710690705,17,1.4787099413467495,37,1.4813944389161549,35,1.499466407929971,5,1.5305587715349382,21,1.6266845309389857,19,1.6412879993652454,47,1.6949248122533,26,1.6963948520762333,55,1.7018850339368234,51,1.747316114829078,11,1.810998569637785,1,1.8221767021150723,52,1.8340918268655315,34,1.9066143799210469,57,1.912706798373388,36,1.9145252871748664,3,1.918742773778121,10,1.9295397099924707,2,2.0223619751106705,54,2.031107425033219,64,2.158093512277091,65,2.351807378688896,66,2.3911880134297965
44,5,0.1933300762849932,32,0.3393774581820616,49,0.3514163276920951,36,0.5004144729189148,12,0.5093902274956067,34,0.5150857634409309,21,0.6009893932062134,19,0.6479761115929541,54,0.6605857552901055,47,0.7185994291361746,2,0.7289986487859179,28,0.729779097715313,52,0.8279858325060914,11,0.8380968292317503,10,0.8478404697523205,65,0.8864951347147134,22,0.8893221671791686,26,0.9807856959171586,1,1.012584828535816,51,1.015557056917345,37,1.0155869456368891,66,1.0476629404704427,35,1.0699496909794544,55,1.077022331626713,57,1.0828104233218616,48,1.0890717513775685,3,1.1395395381026538,17,1.1580258798616383,24,1.1719536846469705,9,1.176598358652873,29,1.1909848796577045,13,1.2040458357095964,33,1.2218779500976629,64,1.2227475782962136,15,1.2495761547413935,30,1.2500544343843152,20,1.257385576073049,25,1.2658902828970064,31,1.283721801799577,27,1.29554463831539,16,1.3003365554840252,14,1.3020959190607917,59,1.375561141211822,61,1.3815608521795972,56,1.3964899469118195,50,1.4369227023204458,23,1.438991728543371,8,1.4458454415600976,58,1.453199204340473,45,1.4839663363631208,18,1.4923719348349402,46,1.5233190524788427,4,1.5564732287643033,53,1.6045204210966593,60,1.6136311937385457,6,1.6262119815094749,7,1.6302394228532742,62,1.7889391154554133,63,1.80460099766993
