target,donor_1,score_1,donor_2,score_2,donor_3,score_3,donor_4,score_4,donor_5,score_5,donor_6,score_6,donor_7,score_7,donor_8,score_8,donor_9,score_9,donor_10,score_10,donor_11,score_11,donor_12,score_12,donor_13,score_13,donor_14,score_14,donor_15,score_15,donor_16,score_16,donor_17,score_17,donor_18,score_18,donor_19,score_19,donor_20,score_20,donor_21,score_21,donor_22,score_22,donor_23,score_23,donor_24,score_24,donor_25,score_25,donor_26,score_26,donor_27,score_27,donor_28,score_28,donor_29,score_29,donor_30,score_30,donor_31,score_31,donor_32,score_32,donor_33,score_33,donor_34,score_34,donor_35,score_35,donor_36,score_36,donor_37,score_37,donor_38,score_38,donor_39,score_39,donor_40,score_40,donor_41,score_41,donor_42,score_42,donor_43,score_43,donor_44,score_44,donor_45,score_45,donor_46,score_46,donor_47,score_47,donor_48,score_48,donor_49,score_49,donor_50,score_50,donor_51,score_51,donor_52,score_52,donor_53,score_53,donor_54,score_54,donor_55,score_55,donor_56,score_56,donor_57,score_57,donor_58,score_58,donor_59,score_59,donor_60,score_60,donor_61,score_61,donor_62,score_62,donor_63,score_63,donor_64,score_64,donor_65,score_65
12,32,0.03977613564924422,5,0.041955115755073526,28,0.046002338533740854,22,0.04916486528502985,33,0.06807088424646364,8,0.07059692134469712,13,0.07241320894381034,11,0.0737500740635673,9,0.07694131960111379,10,0.0836562848006336,14,0.08798858587929506,30,0.08916559388789902,31,0.08940798273013596,42,0.0936246193008066,27,0.09364094912511019,44,0.09668525439119928,24,0.09714579030817296,16,0.0984773105338006,21,0.09912719802061075,6,0.09990637781569316,1,0.10183856146597789,2,0.10225123645180265,23,0.10240979465035842,26,0.10438873071775556,29,0.1067244937913732,15,0.11048289110414078,25,0.11116590291629998,49,0.11122465839772633,20,0.11242326102161153,36,0.1147144641420396,18,0.12095644198801543,19,0.12200884098428774,4,0.12271418575186847,41,0.12622839928773263,40,0.1275194294466333,17,0.1289890225367213,37,0.12899282831188263,60,0.12985432444167394,53,0.1317498587668199,34,0.13262110046643077,48,0.13271394913569984,43,0.13317835915703563,54,0.1334891300762754,35,0.13455598302210908,3,0.1393809389992115,52,0.14260715578337507,45,0.14939676401922733,47,0.15111573955113577,58,0.1521921594376475,39,0.15460164926236328,51,0.1551087913509354,46,0.1551632863901073,50,0.1573034924487668,38,0.16208299603440948,59,0.16407389941460562,61,0.16701671836020732,55,0.16801473688050933,57,0.1701253282691768,56,0.1733866225979701,63,0.175794450702349,66,0.18061580322907106,65,0.1816452641591078,7,0.185529960106314,64,0.19115413287107944,62,0.1984926521111162
13,30,0.045028146891805496,9,0.051032855029200276,27,0.05326803210333988,14,0.054397100275389576,16,0.05815741425275971,29,0.06228506764035233,31,0.06398006787383939,20,0.07177290664789306,12,0.07241320894381034,25,0.0774934171313572,24,0.08170335523169325,15,0.0827522590146214,32,0.08946953139453045,22,0.08960830866249955,40,0.08961153145105291,5,0.09152110211469586,28,0.10048053935023367,23,0.10318668946106672,11,0.10726926092870193,33,0.11308054103396814,10,0.11406420664558417,26,0.11604997009396867,8,0.12054877892861997,17,0.12153826626164044,21,0.1244833736434319,1,0.1278956915630518,6,0.130392793291535,18,0.13376073770864955,4,0.13383691198938177,2,0.1366051375850675,59,0.1380364769940528,41,0.1411416941726053,61,0.14144566491059357,42,0.14199357497142276,37,0.14218041881335391,44,0.1430424106163712,19,0.14909506033618108,49,0.15182150824103346,35,0.15241764702837904,43,0.15495459394536085,3,0.15644723484558026,50,0.16181004413210723,36,0.16322646800462803,58,0.16363017596179136,52,0.165507099828332,51,0.16805754867577472,53,0.16971213489321277,47,0.1698674889039969,48,0.1699537104345818,45,0.17317138672958016,54,0.17329791990995963,56,0.17390941508126717,60,0.17478240078760235,38,0.17623421248893484,34,0.17643337739461162,46,0.18183883664050718,55,0.18535917627255133,39,0.18616886197339963,57,0.18801819984018314,7,0.21285711927341264,64,0.21512038878053624,66,0.2196310731201893,63,0.22569552145846922,65,0.23243762112652427,62,0.2560107941128
14,16,0.03504559492168576,27,0.041729795841790436,31,0.04208554765707222,30,0.04503697674389657,25,0.05012985248577288,13,0.054397100275389576,20,0.05919683339428292,15,0.060400413934698104,28,0.07383814216379968,9,0.07475790966059714,29,0.0767324942239179,24,0.07739539419013998,12,0.08798858587929506,23,0.08815709003435368,40,0.09366016541670696,22,0.09438542486427173,32,0.09459639948650109,8,0.107572009216935,33,0.1101246307435892,18,0.11150850929186182,6,0.11328096197303787,5,0.11602809765584828,4,0.11689989098695067,17,0.11696429456863791,1,0.12379777726387067,10,0.12426633297635467,21,0.12483465079535612,26,0.12504462637379268,11,0.12750155659684706,50,0.13433285565208472,61,0.14005015963003445,43,0.14148443642590128,49,0.142314007448959,48,0.14240732045814714,56,0.14358464132608253,58,0.14500370183453826,2,0.14597189716220246,59,0.14625391982739117,35,0.14773609929259718,19,0.1490853409517114,42,0.15197776585177913,44,0.15256524894841378,45,0.15279415797234686,3,0.1541336470224208,37,0.15871796725674453,53,0.1587875113805929,41,0.15987094466730448,36,0.16344804172520128,51,0.16367153089829234,46,0.16505022107771816,47,0.16605638310866988,39,0.16985890476946547,34,0.17107146599584513,54,0.17175372137298023,60,0.1725612257360583,52,0.17372213954769977,38,0.17451713682572795,55,0.17732371892621784,57,0.18721521152204246,7,0.19449519464363024,64,0.212166318418463,63,0.22263776882842218,66,0.22398431993817627,65,0.22533271021454443,62,0.24404221950670232
15,20,0.047185695505851125,16,0.048846618994431344,27,0.059932726830960736,14,0.060400413934698104,25,0.06412319647722328,24,0.06700138254174624,29,0.07208273152927462,23,0.07602057799405401,18,0.0764164959979782,30,0.07850212497603826,31,0.07947111063792374,13,0.0827522590146214,4,0.08333951680750934,28,0.08527833377834745,17,0.08990898256352345,9,0.09262055961136942,22,0.09769507880111968,21,0.0987937680076852,40,0.10248588401138117,6,0.10653969461656194,12,0.11048289110414078,32,0.11215108139269432,19,0.11286642090831145,3,0.11506303444602697,50,0.12153760933811694,48,0.12424577189875521,26,0.12450938928435376,8,0.12637549575763968,33,0.12854046426605792,43,0.1348335199307885,1,0.1352890444942178,49,0.13538644040215755,5,0.13557510619827548,45,0.13895449560427384,10,0.13915952964598546,39,0.13955424044959538,58,0.14382516254602917,11,0.14552099636660815,38,0.14665926327374051,53,0.1477317174615428,46,0.14818332889918223,2,0.14923895769072942,35,0.1524694115541076,47,0.15540813901362896,56,0.1554305450279684,51,0.16023804387032545,59,0.16068909874096665,52,0.1610660212458581,41,0.1615008144320204,37,0.16351277408254888,42,0.16462534147814872,44,0.1652278610243588,7,0.17007717465763822,34,0.170957915616812,36,0.17107422717440066,61,0.17323646566519937,55,0.17510448458330602,60,0.1817221423497414,54,0.18736790435858033,57,0.1882366777899859,66,0.21846157130793356,65,0.22595561094473574,64,0.22815119563453717,63,0.2346908049130337,62,0.2409951111409807
16,14,0.03504559492168576,27,0.03511064080573527,20,0.04097883156503988,15,0.048846618994431344,31,0.05151821101540777,30,0.05209742323850415,25,0.05364992735861649,29,0.05753628195706384,13,0.05815741425275971,23,0.06715538265026222,24,0.06768252513434984,9,0.0716989074258887,28,0.07705677526692152,40,0.08989113615168046,22,0.09262714350015303,18,0.0942514016067696,17,0.09715066236347918,4,0.09755310576543574,12,0.0984773105338006,6,0.10030356686121804,32,0.1081011443103487,8,0.10952084685910038,21,0.11151934198013687,26,0.11240826764867506,33,0.11670528048923909,5,0.12016606891672026,50,0.12300307447013825,1,0.13055685178759127,48,0.13058215395700562,58,0.13187989094148792,19,0.1327516661764417,3,0.13372158854815272,11,0.13484303109745682,43,0.13494557104963367,10,0.13553567976041997,49,0.13667942898849922,2,0.13718212119714265,56,0.13774785932037484,45,0.14235045779711658,59,0.1447699646029684,35,0.14633679084380452,61,0.14755838632883247,39,0.1506284694172199,53,0.15083330066512474,46,0.15342378333965434,38,0.1547073137126414,47,0.15561529139523786,41,0.15581410592657977,42,0.15622670623865248,51,0.15797162079076968,44,0.15849650673968838,52,0.16075512047250268,37,0.1630414106939137,36,0.1635781113523193,34,0.16815053748273595,55,0.16990275812269148,54,0.17188991620097216,57,0.1765104724187835,60,0.17682800073986046,7,0.18588401066221766,64,0.21031715613500768,66,0.21268222437548517,65,0.21475471098944485,63,0.22788131264578335,62,0.25622382389368104
17,24,0.061175061395973375,20,0.07907460718226196,29,0.08374467178182815,19,0.08895098574619836,21,0.08977418349129393,15,0.08990898256352345,9,0.09435664647040747,16,0.09715066236347918,18,0.10823110434277398,25,0.1135070292785774,27,0.11507479502508393,14,0.11696429456863791,13,0.12153826626164044,23,0.12191834518217484,40,0.12276957912457424,26,0.12424322842866273,32,0.12462578124080012,28,0.1260018418080462,3,0.1262711889083477,12,0.1289890225367213,30,0.1314912173967061,49,0.1321018525952315,31,0.13447222773350076,4,0.1353960263683304,22,0.13557344848256866,2,0.14024493363898943,38,0.14166373469125093,1,0.14695892508306416,5,0.14784024492185202,35,0.14880753631589516,47,0.15057614189768032,11,0.15474397895444394,10,0.15499004696325774,6,0.1569539568243909,37,0.1587416967850595,51,0.15884111076993643,52,0.15946373247785112,48,0.16167760637026946,8,0.16600708438112216,41,0.16678412959733918,50,0.16838117480806575,33,0.17044965503225723,55,0.1706690751403905,39,0.1732579251847111,34,0.17726353953385054,42,0.1789885415883768,44,0.1796615042658918,36,0.18366541154408264,45,0.18374107742667734,59,0.18730183728250024,43,0.18850702410189762,53,0.19068564999603294,46,0.19349012053264972,57,0.19505313036922825,58,0.19841952513099653,54,0.19855745001911038,56,0.2002024472787589,66,0.22118048054652592,65,0.22252837554997792,61,0.2334749015935266,64,0.23379453571435865,7,0.23505722760822495,60,0.23771833821760438,63,0.2852459434180311,62,0.30533367514171794
18,4,0.05117210883708016,23,0.05432076284306579,6,0.06782572249772616,15,0.0764164959979782,20,0.0803577236542397,50,0.0866971453117617,16,0.0942514016067696,45,0.09752659058908267,22,0.09908642493636753,28,0.10076602467655038,27,0.10199997122834814,21,0.10331069383638838,43,0.10810161847063551,8,0.10821451320389279,17,0.10823110434277398,25,0.108795925340714,48,0.10995357459452007,33,0.11020107681076648,39,0.11051850160728653,31,0.1108702856232553,14,0.11150850929186182,24,0.11512317586600448,19,0.11524208735347194,29,0.1155222463138135,46,0.11563573983032929,12,0.12095644198801543,58,0.1222696615490598,32,0.12587030032986068,30,0.12630188546748847,53,0.12668313977686652,13,0.13376073770864955,49,0.1392598083124388,9,0.13961446453223877,3,0.14263550070484393,5,0.14634614682454636,26,0.14717446997147296,7,0.14825082536514186,40,0.15166047312211758,38,0.1579560561566777,2,0.15821831480197987,1,0.161724242285626,56,0.16219905535737372,60,0.1627922710801804,47,0.16848289090816776,10,0.1696384862685424,11,0.1732029260052673,44,0.17816326093737894,52,0.17817617002903746,42,0.1784394213791541,35,0.18094926239394388,34,0.18200368833542793,41,0.18308381661691336,36,0.1833346677302449,51,0.18634236832711482,37,0.19455698556337678,55,0.1999652442078593,54,0.20349818130504235,57,0.21113914344375115,59,0.21122132523487025,63,0.2166363970188029,61,0.22571376690022554,65,0.23022363429738063,66,0.23422803910444148,62,0.24352161660771432,64,0.2538456225748705
19,21,0.04462113060385951,17,0.08895098574619836,3,0.09762633145089743,2,0.0995983336263567,28,0.10794189055541284,20,0.11217069226248237,32,0.1121722210786632,10,0.11277553810526597,15,0.11286642090831145,18,0.11524208735347194,52,0.11611462515575063,49,0.11678875086654698,24,0.11790789476813097,11,0.11792480538872066,47,0.11854607335440401,26,0.11967397881668669,1,0.12050694449251384,12,0.12200884098428774,4,0.12343227462178867,5,0.12679678706780598,29,0.12862941802087574,27,0.13114322559401423,16,0.1327516661764417,25,0.133594510482676,38,0.1363821313776572,23,0.13815901046719423,22,0.13903624019937766,9,0.14381959789579676,6,0.14678206210740563,42,0.14862469369027947,14,0.1490853409517114,13,0.14909506033618108,34,0.15315196710418671,31,0.15377435633668646,40,0.15546387676474158,54,0.15645511546611807,48,0.15712553121931386,44,0.1573811335556547,8,0.158350044496902,41,0.1592459401845106,51,0.15968429703454792,36,0.1617652768219044,33,0.1655391457296951,30,0.16697734609856596,39,0.16699696004555598,57,0.16801087754895278,55,0.16944780453447386,66,0.1703383024269262,53,0.1752449568329201,35,0.17790662774077018,50,0.18112019348763572,43,0.18400743482470985,65,0.18587765120039745,45,0.18855592810235441,37,0.1898895918299913,58,0.1900355418465244,64,0.19077046655479324,56,0.19449103981515775,46,0.1945470361600125,60,0.21237967663310547,59,0.21446374493808934,7,0.2178627301386657,61,0.23146466285383424,63,0.2457333487825252,62,0.25290527247291666
20,16,0.04097883156503988,15,0.047185695505851125,27,0.05588978306309905,14,0.05919683339428292,29,0.06115899652931939,25,0.06902036376819995,24,0.07144038239428664,13,0.07177290664789306,30,0.07819574814221372,17,0.07907460718226196,31,0.07910835198904567,18,0.0803577236542397,23,0.08174541700180046,21,0.08679036378350245,9,0.0888783196135236,28,0.09694815557149518,40,0.10242091133269662,4,0.10905146072304576,22,0.11081307533660183,19,0.11217069226248237,12,0.11242326102161153,32,0.11996012567310839,6,0.1202572439684233,26,0.1212948782453096,50,0.13404242464847538,5,0.13575841658006552,3,0.13731041784551246,8,0.13806514852012225,1,0.1408534782612267,49,0.142642150887375,33,0.14269391100523077,48,0.14307920774901034,2,0.14699906070116556,11,0.14746125756122866,38,0.1474719622310376,10,0.14960157106457941,43,0.15496586725965594,58,0.15663115412528722,39,0.15683678071500637,45,0.15922072061871892,47,0.15940087022141136,35,0.16164749293952255,59,0.16404837023550695,56,0.16458997288325486,52,0.16767085718375044,41,0.16782439527465015,51,0.16814258404794852,42,0.16957775502345873,44,0.16976962830704834,53,0.17008605656911052,46,0.17051285560609752,61,0.17538255447805015,37,0.175685159304692,36,0.17769203884964746,34,0.17971262596454243,55,0.1868911996716613,57,0.1927861918444002,54,0.19372467193974388,7,0.20398881214540818,60,0.2042739367850169,66,0.2245119621245307,65,0.2303542095664764,64,0.23040653124537663,63,0.25505665937076005,62,0.2791162848491297
21,19,0.04462113060385951,2,0.07922889520574539,32,0.08526013462524826,3,0.08641592463833837,10,0.08645492388786279,20,0.08679036378350245,17,0.08977418349129393,26,0.09259609230606364,24,0.09306422113450227,28,0.09307512933149197,11,0.09729674006619952,15,0.0987937680076852,12,0.09912719802061075,47,0.10070060041002474,18,0.10331069383638838,52,0.10362860713636399,5,0.1037870806242435,1,0.10511327694775807,29,0.10681635884130065,49,0.10780523111888604,27,0.11008970577304948,23,0.11026522224033045,16,0.11151934198013687,22,0.11225733361232886,38,0.11780787028678441,9,0.12186366763754264,25,0.12361286103190841,13,0.1244833736434319,14,0.12483465079535612,4,0.12695361467803074,6,0.12816109405668483,42,0.12966051803925235,31,0.13119774901183118,34,0.13231712422730585,40,0.1380933799021336,51,0.13898272258194197,44,0.1391134029409788,41,0.14055068944177157,8,0.1412434586871426,54,0.14187192439827115,30,0.14336836880150056,36,0.14396852840602073,48,0.14487570053281743,33,0.14824042534567922,39,0.15667374452352617,66,0.15877976813684555,57,0.15964371941113928,35,0.1627314241861261,55,0.1641435728511647,53,0.16432782343962157,50,0.1666547978578114,43,0.1674296732623511,45,0.17307813855090917,37,0.1749374654614448,46,0.1772687873139248,64,0.18548351899074733,58,0.18783226857373925,65,0.1919556335437485,56,0.20049557886777497,60,0.2068860600710182,7,0.20989794136766532,59,0.2111564409499167,61,0.22977919344936434,63,0.24477351955070717,62,0.25882349101820024
22,33,0.04914165508557729,12,0.04916486528502985,32,0.04984797308940333,28,0.06337622761455582,8,0.06510104068647928,5,0.07237579580408146,30,0.08433265479500117,31,0.08865653633551412,6,0.08910344070401237,13,0.08960830866249955,23,0.09089339461156712,16,0.09262714350015303,27,0.0940583497064298,14,0.09438542486427173,15,0.09769507880111968,18,0.09908642493636753,11,0.10125027559015667,9,0.10420338352058163,42,0.10664036678982444,48,0.10816452281781679,44,0.10816632504525447,10,0.10849124935123611,43,0.10950222207440179,20,0.11081307533660183,4,0.1110222642906777,21,0.11225733361232886,49,0.1140812536539986,25,0.11724733705257825,53,0.11725147903099158,60,0.1184638795458548,24,0.12208266617873872,29,0.12235146167351581,36,0.12494749237879399,45,0.1253961350312896,46,0.12699003848953774,50,0.12739749887636637,26,0.12788597868842794,40,0.1280163151681315,39,0.12868645531398054,2,0.13185925936842716,1,0.13459306399129523,17,0.13557344848256866,41,0.13822119829333304,19,0.13903624019937766,34,0.13961559434869247,37,0.14517429074203297,58,0.150139729118756,35,0.15135184377111252,54,0.1550527999571927,47,0.15573206721598837,52,0.15729326139459524,63,0.16162612105064517,3,0.1618446308798403,51,0.16190698622393296,38,0.165918711537454,7,0.16602488186927208,56,0.1766732277400726,59,0.178430386080021,61,0.17952682856082242,62,0.1908940696303721,57,0.19568262675870327,55,0.19691707451890952,66,0.20584455053575743,65,0.20687512596200194,64,0.21454298619548698
23,18,0.05432076284306579,4,0.059718089219202616,16,0.06715538265026222,31,0.07403885029633002,15,0.07602057799405401,6,0.07763710811023658,27,0.07879437539167236,20,0.08174541700180046,14,0.08815709003435368,25,0.09047454353910296,22,0.09089339461156712,29,0.0914215859581226,28,0.09192247971654025,50,0.09344294233700916,58,0.09575580456644106,24,0.09587237574321941,30,0.09761012549581086,12,0.10240979465035842,13,0.10318668946106672,8,0.10576307179314164,21,0.11026522224033045,33,0.11120025839889916,45,0.11120532147183519,9,0.1124489687302415,32,0.1126553972096673,26,0.11558264761170997,48,0.11820323235254675,43,0.11940773370869211,17,0.12191834518217484,5,0.12478592896726463,39,0.1256930014977793,46,0.12602380984173658,56,0.12942071388595527,53,0.13021301761246978,2,0.1359571615907687,49,0.13772956409016207,19,0.13815901046719423,3,0.1395690888515531,40,0.14006172421839985,1,0.14290799932231996,11,0.14949951698192837,38,0.1529266762331688,10,0.15453903897279792,7,0.15682911897445412,47,0.16437322965472528,52,0.1647880218827739,44,0.16754650737522359,41,0.16907518094237517,34,0.16919237611162363,42,0.16958209581234898,60,0.1705707449615427,35,0.1722854045780982,36,0.1742034561065821,51,0.18069111947325495,37,0.18693404849117254,55,0.18745692688642182,54,0.18931056546702701,57,0.19407569329757096,59,0.19627107672166172,61,0.20508347809842675,65,0.220592103463022,66,0.22085296016255773,63,0.2242591316970463,64,0.23361533750319702,62,0.2530914468732461
24,29,0.05058858731715192,9,0.05116792144829121,17,0.061175061395973375,15,0.06700138254174624,16,0.06768252513434984,20,0.07144038239428664,25,0.07427903980557041,14,0.07739539419013998,13,0.08170335523169325,27,0.08614512151560408,28,0.0897366674858941,21,0.09306422113450227,31,0.09380666684376585,30,0.09581164605332088,23,0.09587237574321941,40,0.09697207470273417,12,0.09714579030817296,26,0.09804474567146042,32,0.09891152346612075,3,0.10956377995129607,4,0.11305191623548314,18,0.11512317586600448,2,0.11633245991628556,5,0.11710695619734705,19,0.11790789476813097,1,0.11828751860633077,22,0.12208266617873872,6,0.12580170365012322,49,0.12691821460191366,10,0.1304823090616345,11,0.13053015327949402,8,0.13757470010774048,35,0.14087890638059203,38,0.1421792226761524,33,0.1428868818896279,37,0.14613526205900085,59,0.149158308981639,48,0.15006247515122773,47,0.15064887979170155,55,0.15107479823409986,52,0.15213751660600267,51,0.1522159031476392,50,0.15688251877376488,41,0.15702758248078835,42,0.15793274491091897,34,0.15878134131321908,44,0.15899241626162786,39,0.163818855052542,53,0.16450772347254722,36,0.16654020235626993,45,0.16781990261802487,58,0.1700081952429088,54,0.1703714373996688,57,0.1710252644483155,43,0.17175024122766142,56,0.17232543364020775,46,0.1755790681027652,7,0.19917022835913717,66,0.20222149133304307,61,0.20331707515106673,65,0.20590259654311643,60,0.210250368188809,64,0.2173300852161874,63,0.2591090797718849,62,0.27556318823281095
25,14,0.05012985248577288,16,0.05364992735861649,30,0.059941728281356486,29,0.06189222005133479,31,0.06283329993556441,15,0.06412319647722328,20,0.06902036376819995,27,0.07005086014880986,24,0.07427903980557041,13,0.0774934171313572,28,0.08231446438624321,23,0.09047454353910296,9,0.09077262808535103,4,0.10026844961135177,18,0.108795925340714,12,0.11116590291629998,32,0.11225660783371669,17,0.1135070292785774,56,0.11426759151584095,22,0.11724733705257825,40,0.11900612733090057,1,0.1206976217000451,6,0.12125075122831035,26,0.12161173312139803,8,0.12234229080342607,21,0.12361286103190841,5,0.12489478271293741,2,0.12615372880623982,10,0.1263289085351901,33,0.12646416478525144,58,0.1271812030756101,50,0.12999540338074514,49,0.13189425661171042,19,0.133594510482676,3,0.13789120862291723,11,0.13934818421308703,48,0.1405511195223785,45,0.14161557371610792,46,0.146512954209252,53,0.15000584630580427,47,0.15074017061496064,59,0.1526168486566028,52,0.15448486048188187,55,0.15475859658427168,39,0.15612191650887286,61,0.15675443650816612,34,0.15879292193280936,35,0.1603674895774137,44,0.16309880354104603,43,0.16610119744112023,41,0.16792016236450374,38,0.16879805545821952,37,0.17032456046674072,54,0.1704844493982887,51,0.17049707688330878,42,0.1720561806457011,57,0.17456679614133058,36,0.1777119489027607,60,0.18430346566918593,7,0.18988341391437552,65,0.2006054445153528,66,0.20343225129541165,64,0.21872539336719413,63,0.2373889335433646,62,0.25420357130640897
26,1,0.058955114069942714,3,0.07799135278719589,38,0.08053079764786747,11,0.09230782553849651,21,0.09259609230606364,32,0.0961569446731729,24,0.09804474567146042,10,0.10198039016249394,28,0.10267975627418173,29,0.10304735291018494,12,0.10438873071775556,41,0.1060318589606684,47,0.10668812091685156,5,0.10879554133218601,31,0.11197066731449405,2,0.11203943629870405,16,0.11240826764867506,49,0.11332018928311693,9,0.11339550255153777,52,0.11370456312132353,23,0.11558264761170997,13,0.11604997009396867,57,0.1168623646419569,51,0.11722870516787949,27,0.11949505399963505,19,0.11967397881668669,20,0.1212948782453096,25,0.12161173312139803,17,0.12424322842866273,15,0.12450938928435376,14,0.12504462637379268,22,0.12788597868842794,30,0.13165241889953236,55,0.14043596404315378,6,0.14115746643746502,8,0.14279182665571236,34,0.1440116329614765,44,0.14540498373926214,40,0.1470037564730945,18,0.14717446997147296,42,0.1487971665648021,33,0.15186493210465501,4,0.15214221170088066,64,0.15349126160585377,35,0.15541802957922193,36,0.15644847229524156,48,0.1575162929181747,53,0.16119493749644737,54,0.16263375028436122,39,0.16350912211715482,43,0.16673927828574153,37,0.16719537453226954,45,0.16949112092901286,50,0.17137011511918454,46,0.17668223814614936,56,0.18529052227085044,58,0.18718925843667658,66,0.19954646031891304,65,0.20506386901427698,59,0.21103651553905642,60,0.21217469567342162,7,0.2127781038031784,61,0.2352538183876704,63,0.2474627675095129,62,0.2733663623225441
27,16,0.03511064080573527,14,0.041729795841790436,31,0.04209734565850779,13,0.05326803210333988,30,0.055870172453983555,20,0.05588978306309905,15,0.059932726830960736,29,0.06717739078831804,25,0.07005086014880986,9,0.07586736167636407,23,0.07879437539167236,24,0.08614512151560408,28,0.09125300221181659,12,0.09364094912511019,22,0.0940583497064298,40,0.09640158324724742,18,0.10199997122834814,32,0.10470575545829079,4,0.10513236951491203,21,0.11008970577304948,8,0.11216140198835975,17,0.11507479502508393,6,0.11521828793919275,33,0.11540244588266975,5,0.11743520606330231,26,0.11949505399963505,11,0.12521158352781186,10,0.1289947831017121,19,0.13114322559401423,50,0.13313246660016934,1,0.13453772769740796,43,0.1407356236184478,2,0.14247967704521552,58,0.14537837225344596,61,0.1454050908451912,3,0.14758403424350325,49,0.14759496936102104,56,0.14770763333722453,48,0.14949054373006795,44,0.15147678401969786,42,0.15246248022327807,59,0.15386363705160205,45,0.15582761792984096,35,0.1573414826637347,41,0.15823640405104555,38,0.15864429510836078,47,0.1610818519091659,39,0.16202931288624983,53,0.16367879219552167,52,0.16498585523635423,36,0.1655105285794079,37,0.16923367852302948,46,0.1708456730610706,51,0.17189496085689876,54,0.1742328042258165,60,0.17779289083708288,34,0.17906480156185417,55,0.18890883748484563,57,0.19128449312257545,7,0.20574308266584868,64,0.21444738147728715,66,0.2221048308513473,63,0.22897811623669379,65,0.23058085325159067,62,0.2577993237322659
28,12,0.046002338533740854,32,0.05139279340522921,22,0.06337622761455582,8,0.06900426289385211,14,0.07383814216379968,16,0.07705677526692152,5,0.07744091015408669,6,0.07839539239764984,33,0.07861361122199302,25,0.08231446438624321,15,0.08527833377834745,31,0.08762481071885916,24,0.0897366674858941,27,0.09125300221181659,23,0.09192247971654025,21,0.09307512933149197,4,0.09435244240269855,9,0.09547367146081165,30,0.09602223666413881,20,0.09694815557149518,49,0.0987158416241302,2,0.0987787647941664,29,0.10029751075342427,13,0.10048053935023367,1,0.10069458902353037,18,0.10076602467655038,26,0.10267975627418173,10,0.1027395571625664,48,0.10606946480369857,11,0.10764377504155202,19,0.10794189055541284,44,0.10940340854262856,53,0.11078785132812366,42,0.11088742045980253,36,0.11812687322161981,3,0.12028822206584693,43,0.12307606506785959,34,0.12413345102896126,17,0.1260018418080462,45,0.12731859648273486,54,0.12735654416037495,40,0.12811460177534437,58,0.13048113923646426,39,0.13055225059380254,50,0.1321117892555816,46,0.1328563662978524,35,0.13774741943811247,52,0.13780182161789525,60,0.13788524049981818,47,0.1393221684872259,41,0.14337672187021244,56,0.1487391595166659,38,0.14900446598527803,51,0.149155663504437,37,0.15387728043943152,55,0.155482834953916,57,0.15586436381936353,7,0.160573871408397,59,0.16756778668598682,65,0.16966903799220076,66,0.17329340815650576,63,0.17863564225136863,61,0.18750544044479295,64,0.18906002251779241,62,0.19366954222591906
29,24,0.05058858731715192,16,0.05753628195706384,9,0.05817538632193485,20,0.06115899652931939,25,0.06189222005133479,13,0.06228506764035233,27,0.06717739078831804,15,0.07208273152927462,14,0.0767324942239179,30,0.0821842566954588,31,0.08354692457441455,17,0.08374467178182815,23,0.0914215859581226,40,0.09519417790810858,28,0.10029751075342427,26,0.10304735291018494,12,0.1067244937913732,21,0.10681635884130065,4,0.10949946352394209,18,0.1155222463138135,32,0.11771910224242628,2,0.11929428254523097,49,0.12184148615696773,22,0.12235146167351581,5,0.12620876031735626,3,0.12799727745052203,19,0.12862941802087574,6,0.13283958970726006,50,0.1344853478476435,48,0.13850193239051106,8,0.13971805113316751,38,0.1425887916565456,1,0.14262777757202433,47,0.1432747821257233,33,0.14429748968774417,11,0.14646667097147187,59,0.15037502749562479,39,0.15113670996233344,10,0.15218744785522126,45,0.15225622380912274,52,0.15393835988173685,56,0.15731426899834186,53,0.15731765030134146,58,0.1596298275377685,35,0.159795727172069,55,0.16014580324770983,34,0.16022872166800656,46,0.16394549957411825,44,0.16462230300769032,51,0.16555423925270957,42,0.1667015515149621,37,0.16750986149872177,43,0.16756344726889144,41,0.17038567347612174,36,0.1754937018045043,54,0.1795022077534852,57,0.18277153941174742,61,0.187979854485951,66,0.2089781211069352,60,0.21025682760878336,65,0.21074914993660526,7,0.21291580803419988,64,0.22727054614392772,63,0.25964615679155073,62,0.2892559133039422
